id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
2501,533125120,60,rl,105.0,11025,pave,,reg,hls,allpub,inside,mod,noridge,norm,norm,1fam,2story,8,5,1992,1993,gable,compshg,hdboard,imstucc,brkface,692.0,gd,ta,pconc,ex,ta,gd,glq,1118.0,unf,0.0,216.0,1334.0,gasa,ex,y,sbrkr,1520,1306,0,2826,1.0,0.0,2,1,3,1,gd,9,typ,3,ta,attchd,1992.0,rfn,3.0,888.0,ta,ta,y,177,208,186,0,0,0,,,,0,10,2006,wd ,334000
225,905106170,20,rl,65.0,7832,pave,,reg,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,5,1968,1968,hip,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,glq,775.0,unf,0.0,89.0,864.0,gasa,ex,y,sbrkr,864,0,0,864,1.0,0.0,1,0,2,1,ta,4,typ,0,,detchd,1969.0,unf,1.0,280.0,ta,ta,y,226,0,0,0,0,0,,,,0,5,2010,wd ,137250
2317,527108010,60,rl,134.0,19378,pave,,ir1,hls,allpub,corner,gtl,gilbert,norm,norm,1fam,2story,7,5,2005,2006,gable,compshg,vinylsd,vinylsd,brkface,456.0,gd,ta,pconc,gd,ta,mn,glq,57.0,unf,0.0,1335.0,1392.0,gasa,ex,y,sbrkr,1392,1070,0,2462,1.0,0.0,2,1,4,1,gd,9,typ,1,gd,attchd,2006.0,rfn,2.0,576.0,ta,ta,y,239,132,0,168,0,0,,,,0,3,2006,new,320000
160,535401080,20,rl,0.0,9830,pave,,ir1,lvl,allpub,corner,gtl,names,norm,norm,1fam,1story,5,7,1959,2006,gable,compshg,wd sdng,wd sdng,none,0.0,ta,gd,cblock,ta,ta,no,alq,72.0,rec,258.0,733.0,1063.0,gasa,ex,y,sbrkr,1287,0,0,1287,1.0,0.0,1,0,3,1,gd,7,typ,1,gd,detchd,1997.0,fin,2.0,576.0,ta,ta,y,364,17,0,0,182,0,,,,0,3,2010,wd ,162000
100,533213030,20,fv,0.0,4403,pave,,ir2,lvl,allpub,inside,gtl,somerst,norm,norm,1fam,1story,7,5,2009,2009,gable,compshg,metalsd,metalsd,stone,432.0,ex,ta,pconc,ex,ta,av,glq,578.0,unf,0.0,892.0,1470.0,gasa,ex,y,sbrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,gd,7,typ,1,gd,attchd,2009.0,fin,2.0,484.0,ta,ta,y,0,144,0,0,0,0,,,,0,6,2010,new,222000
482,528250040,60,rl,0.0,8174,pave,,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2003,2003,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,494.0,unf,0.0,204.0,698.0,gasa,ex,y,sbrkr,698,644,0,1342,1.0,0.0,2,1,3,1,gd,7,typ,1,ta,attchd,2003.0,fin,2.0,393.0,ta,ta,y,100,56,0,0,0,0,,,,0,5,2009,wd ,178000
177,902128170,30,rm,60.0,7200,pave,,reg,lvl,allpub,corner,gtl,oldtown,norm,norm,1fam,1story,5,7,1940,1992,gable,compshg,metalsd,metalsd,stone,294.0,ta,gd,cblock,ta,ta,no,blq,510.0,unf,0.0,278.0,788.0,gasa,ta,y,sbrkr,804,0,0,804,1.0,0.0,1,0,2,1,gd,4,typ,2,gd,attchd,1940.0,unf,1.0,240.0,ta,ta,y,0,0,154,0,0,0,,mnprv,,0,2,2010,wd ,119000
1971,535477130,60,rl,69.0,7590,pave,,reg,lvl,allpub,inside,gtl,names,posn,norm,1fam,2story,5,5,1962,1962,gable,compshg,vinylsd,vinylsd,brkface,288.0,ta,ta,cblock,ta,ta,no,alq,540.0,unf,0.0,324.0,864.0,gasa,ta,y,sbrkr,876,936,0,1812,0.0,0.0,2,0,4,1,ta,8,typ,1,ta,attchd,1962.0,rfn,1.0,264.0,ta,ta,y,0,168,0,0,0,0,,,,0,7,2007,wd ,169500
484,528275070,60,rl,0.0,8795,pave,,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,7,5,2000,2000,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,300.0,unf,0.0,652.0,952.0,gasa,ex,y,sbrkr,980,1276,0,2256,0.0,0.0,2,1,4,1,gd,8,typ,1,ta,builtin,2000.0,fin,2.0,554.0,ta,ta,y,224,54,0,0,0,0,,,,0,4,2009,wd ,236000
1561,911370490,120,rm,44.0,3843,pave,,ir1,hls,allpub,inside,mod,crawfor,norm,norm,twnhse,1story,8,5,2007,2008,hip,compshg,cemntbd,cmentbd,stone,186.0,ex,ta,pconc,ex,ta,gd,glq,1476.0,unf,0.0,120.0,1596.0,gasa,ex,y,sbrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,ex,5,typ,1,gd,attchd,2007.0,fin,2.0,525.0,ta,ta,y,162,53,0,153,0,0,,,,0,8,2008,new,294464
992,526354070,60,rl,85.0,11075,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,2story,6,5,1969,1969,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,fa,ta,mn,alq,500.0,lwq,276.0,176.0,952.0,gasa,ta,y,sbrkr,1092,1020,0,2112,0.0,0.0,2,1,4,1,ta,9,typ,2,gd,attchd,1969.0,unf,2.0,576.0,ta,ta,y,280,0,0,0,0,0,,,,0,6,2008,wd ,206900
73,531367050,60,rl,76.0,10142,pave,,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,2story,7,5,2004,2004,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,656.0,unf,0.0,300.0,956.0,gasa,ex,y,sbrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,gd,8,typ,0,,builtin,2004.0,rfn,2.0,618.0,ta,ta,y,0,45,0,0,0,0,,,,0,1,2010,wd ,233000
2646,902110130,30,rm,56.0,7741,pave,grvl,reg,lvl,allpub,inside,gtl,oldtown,norm,norm,1fam,1story,6,5,1924,1950,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,ta,fa,no,blq,143.0,rec,72.0,817.0,1032.0,gasa,gd,n,fusea,1032,0,0,1032,0.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1995.0,unf,1.0,280.0,ta,ta,y,0,0,112,0,0,0,,mnprv,,0,6,2006,cod,108000
994,527106050,60,rl,65.0,8139,pave,,reg,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,2story,6,5,1995,1996,gable,compshg,vinylsd,vinylsd,brkface,119.0,ta,ta,pconc,gd,ta,no,alq,476.0,unf,0.0,204.0,680.0,gasa,gd,y,sbrkr,680,790,0,1470,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,builtin,1995.0,fin,2.0,420.0,ta,ta,y,192,49,0,0,0,0,,,,0,10,2008,wd ,165000
2138,907200270,20,rl,45.0,8982,pave,,ir1,lvl,allpub,culdsac,gtl,collgcr,norm,norm,1fam,1story,5,5,1977,1977,gable,compshg,cemntbd,cmentbd,none,0.0,ta,ta,cblock,gd,ta,av,alq,539.0,unf,0.0,501.0,1040.0,gasa,ta,y,sbrkr,1040,0,0,1040,0.0,0.0,1,1,3,1,ta,5,typ,0,,detchd,1977.0,unf,2.0,748.0,ta,ta,y,0,0,0,0,0,0,,mnprv,,0,1,2007,wd ,134900
2013,903231050,45,rm,51.0,6120,pave,,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5unf,5,7,1939,1950,gable,compshg,asbshng,asbshng,none,0.0,gd,ta,brktil,ta,ta,no,unf,0.0,unf,0.0,884.0,884.0,gasa,ex,y,sbrkr,884,0,0,884,0.0,0.0,1,0,2,1,ta,5,typ,0,,detchd,1939.0,unf,1.0,240.0,ta,ta,y,0,0,136,0,0,0,,mnprv,,0,7,2007,wd ,113000
2126,907135080,20,rl,70.0,16561,pave,,ir2,low,allpub,inside,mod,collgcr,norm,norm,1fam,1story,5,5,1996,1996,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,pconc,gd,ta,no,alq,549.0,unf,0.0,548.0,1097.0,gasa,ex,y,sbrkr,1097,0,0,1097,1.0,0.0,1,1,3,1,ta,6,typ,0,,attchd,1996.0,unf,1.0,242.0,ta,ta,y,306,0,0,0,0,0,,gdprv,,0,7,2007,wd ,147900
898,908229020,30,rl,56.0,4060,pave,,reg,lvl,allpub,corner,gtl,edwards,feedr,norm,1fam,1story,5,8,1922,1950,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,pconc,fa,ta,no,unf,0.0,unf,0.0,864.0,864.0,gasa,ex,y,sbrkr,864,0,0,864,0.0,0.0,1,0,2,1,ta,4,typ,0,,NA,1923.0,,0.0,0.0,,,y,0,96,0,0,0,0,,,,0,7,2009,wd ,99900
1048,527453160,160,rl,24.0,2308,pave,,reg,lvl,allpub,fr2,gtl,npkvill,norm,norm,twnhse,2story,6,6,1975,1975,gable,compshg,plywood,brk cmn,none,0.0,ta,ta,cblock,gd,ta,no,alq,286.0,lwq,294.0,275.0,855.0,gasa,gd,y,sbrkr,855,601,0,1456,0.0,0.0,2,1,4,1,ta,7,typ,0,,attchd,1975.0,rfn,2.0,460.0,ta,ta,y,0,0,0,0,0,0,,,,0,5,2008,wd ,143000
2676,903231070,50,rm,52.0,6240,pave,,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,1.5fin,6,6,1934,1950,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,pconc,ta,ta,no,unf,0.0,unf,0.0,816.0,816.0,gasa,ta,y,sbrkr,816,0,360,1176,0.0,0.0,1,0,3,1,ta,6,typ,1,gd,detchd,1985.0,unf,2.0,528.0,ta,ta,y,112,0,0,0,0,0,,mnprv,shed,400,9,2006,wd ,114500
2498,532378220,20,rl,0.0,8789,pave,,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1967,1967,gable,compshg,vinylsd,vinylsd,none,0.0,ta,ta,cblock,ta,ta,mn,rec,659.0,unf,0.0,253.0,912.0,gasa,ta,y,sbrkr,941,0,0,941,0.0,0.0,1,0,3,1,ta,6,typ,1,po,attchd,1967.0,unf,1.0,288.0,ta,ta,y,64,0,0,0,0,0,,,,0,6,2006,wd ,129200
1560,911370410,120,rm,64.0,5587,pave,,ir1,hls,allpub,inside,mod,crawfor,norm,norm,twnhse,1story,8,5,2008,2008,hip,compshg,cemntbd,cmentbd,stone,186.0,ex,ta,pconc,ex,ta,gd,glq,1480.0,unf,0.0,120.0,1600.0,gasa,ex,y,sbrkr,1652,0,0,1652,1.0,1.0,2,0,2,1,gd,5,typ,1,gd,attchd,2008.0,fin,2.0,482.0,ta,ta,y,162,53,0,153,0,0,,,,0,11,2008,new,392500
296,909427230,70,rl,66.0,9042,pave,,reg,lvl,allpub,inside,gtl,crawfor,norm,norm,1fam,2story,7,9,1941,2006,gable,compshg,cemntbd,cmentbd,none,0.0,ex,gd,stone,ta,gd,no,glq,275.0,unf,0.0,877.0,1152.0,gasa,ex,y,sbrkr,1188,1152,0,2340,0.0,0.0,2,0,4,1,gd,9,typ,2,gd,attchd,1941.0,rfn,1.0,252.0,ta,ta,y,0,60,0,0,0,0,,gdprv,shed,2500,5,2010,wd ,266500
354,527161040,80,rl,57.0,8923,pave,,ir1,lvl,allpub,inside,gtl,gilbert,norm,norm,1fam,slvl,7,5,1998,1998,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,189.0,unf,0.0,195.0,384.0,gasa,gd,y,sbrkr,751,631,0,1382,0.0,0.0,2,1,3,1,ta,7,typ,1,ta,builtin,1998.0,fin,2.0,396.0,ta,ta,y,256,0,0,0,0,0,,,,0,2,2009,wd ,177500
970,923201100,20,rl,75.0,12518,pave,,ir1,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,1story,5,7,1968,1968,gable,compshg,hdboard,hdboard,brkface,182.0,ta,ta,cblock,ta,ta,no,alq,532.0,unf,0.0,476.0,1008.0,gasa,gd,y,sbrkr,1008,0,0,1008,0.0,0.0,1,0,3,1,gd,6,typ,0,,attchd,1968.0,unf,1.0,384.0,ta,ta,y,144,0,0,0,0,0,,mnprv,,0,4,2009,wd ,139500
884,907420040,60,rl,85.0,11069,pave,,reg,lvl,allpub,corner,gtl,collgcr,norm,norm,1fam,2story,6,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,608.0,608.0,gasa,ex,y,sbrkr,608,788,0,1396,0.0,0.0,2,1,3,1,gd,6,typ,1,gd,builtin,2007.0,fin,2.0,440.0,ta,ta,y,100,36,0,0,0,0,,,,0,7,2009,wd ,170000
1894,534403290,60,rl,80.0,8800,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,2story,6,7,1964,1997,gable,compshg,metalsd,metalsd,brkface,306.0,ta,gd,cblock,ta,ta,no,alq,414.0,unf,0.0,431.0,845.0,gasa,ex,y,sbrkr,845,1309,0,2154,0.0,0.0,2,1,5,1,ta,8,typ,1,gd,attchd,1964.0,rfn,2.0,539.0,ta,ta,y,0,0,0,0,161,0,,mnprv,,0,7,2007,wd ,224500
450,528168030,60,rl,96.0,13262,pave,,ir1,lvl,allpub,inside,gtl,nridght,norm,norm,1fam,2story,8,5,2003,2004,gable,compshg,vinylsd,vinylsd,stone,186.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1082.0,1082.0,gasa,ex,y,sbrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,gd,10,typ,1,gd,builtin,2003.0,fin,3.0,730.0,ta,ta,y,114,40,0,0,0,0,,,,0,6,2009,wd ,290000
2031,903450060,50,rm,0.0,7758,pave,,reg,lvl,allpub,corner,gtl,idotrr,norm,norm,1fam,1.5fin,7,4,1931,1950,gable,compshg,stucco,stucco,brkface,600.0,ta,fa,pconc,ta,ta,no,lwq,224.0,unf,0.0,816.0,1040.0,gasa,ex,y,fusef,1226,592,0,1818,0.0,0.0,1,1,4,1,ta,7,typ,2,ta,detchd,1951.0,unf,1.0,240.0,ta,ta,y,0,0,0,0,184,0,,,,0,6,2007,wd ,169500
949,914465055,20,rl,43.0,12118,pave,,ir1,lvl,allpub,culdsac,gtl,mitchel,norm,norm,1fam,1story,7,5,2004,2005,hip,compshg,vinylsd,vinylsd,stone,108.0,gd,ta,pconc,ex,ta,mn,unf,0.0,unf,0.0,1710.0,1710.0,gasa,ex,y,sbrkr,1710,0,0,1710,0.0,0.0,2,0,3,1,gd,7,typ,1,gd,attchd,2004.0,fin,2.0,550.0,ta,ta,y,100,48,0,0,180,0,,,,0,4,2009,wd ,240000
1907,534476080,20,rl,80.0,9600,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,6,1955,1955,hip,compshg,hdboard,hdboard,brkface,176.0,ta,gd,cblock,ta,ta,no,blq,368.0,unf,0.0,710.0,1078.0,gasa,ex,y,sbrkr,1150,0,0,1150,1.0,0.0,1,0,2,1,ta,6,typ,0,,attchd,1955.0,fin,1.0,288.0,ta,ta,y,0,0,0,0,175,0,,mnprv,,0,10,2007,wd ,144000
1906,534475170,60,rl,100.0,9500,pave,,reg,lvl,allpub,corner,gtl,names,artery,norm,1fam,2story,6,6,1964,1978,gable,compshg,vinylsd,vinylsd,brkcmn,272.0,ta,ta,cblock,ta,ta,no,rec,442.0,unf,0.0,374.0,816.0,gasa,ta,y,sbrkr,1127,850,0,1977,0.0,1.0,1,1,4,1,ta,9,typ,1,ta,attchd,1964.0,rfn,2.0,540.0,ta,ta,y,0,52,0,0,0,0,,gdprv,,0,6,2007,wd ,165000
549,531452070,120,rl,50.0,7175,pave,,reg,lvl,allpub,inside,gtl,sawyerw,norm,norm,twnhse,1story,6,5,1990,1991,gable,compshg,plywood,imstucc,none,0.0,gd,ta,pconc,gd,ta,no,unf,0.0,unf,0.0,1332.0,1332.0,gasa,gd,y,sbrkr,1332,0,0,1332,0.0,0.0,2,0,2,1,gd,5,typ,0,,attchd,1990.0,rfn,2.0,542.0,ta,ta,y,0,60,0,0,0,0,,,,0,2,2009,wd ,145000
243,905475510,20,rl,0.0,11200,pave,,ir1,lvl,allpub,culdsac,gtl,edwards,norm,norm,1fam,1story,5,3,1964,1964,gable,compshg,wd sdng,wd sdng,none,0.0,ta,fa,cblock,ta,ta,mn,unf,0.0,unf,0.0,1250.0,1250.0,gasa,ex,y,sbrkr,1298,0,0,1298,0.0,0.0,2,0,3,1,ta,5,typ,0,,detchd,1964.0,unf,2.0,504.0,ta,fa,n,0,144,0,0,0,0,,,,0,6,2010,cod,114000
1697,528110070,20,rl,110.0,14226,pave,,reg,lvl,allpub,corner,gtl,nridght,norm,norm,1fam,1story,8,5,2006,2006,hip,compshg,vinylsd,vinylsd,brkface,375.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1935.0,1935.0,gasa,gd,y,sbrkr,1973,0,0,1973,0.0,0.0,2,0,3,1,gd,9,typ,1,gd,attchd,2006.0,fin,3.0,895.0,ta,ta,y,315,45,0,0,0,0,,,,0,7,2007,new,395000
2365,527450010,160,rm,24.0,2760,pave,,reg,lvl,allpub,inside,gtl,brdale,norm,norm,twnhse,2story,6,5,1973,1973,gable,compshg,hdboard,hdboard,brkface,514.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,525.0,525.0,gasa,ta,y,sbrkr,525,567,0,1092,0.0,0.0,1,1,3,1,ta,6,typ,0,,detchd,1973.0,unf,2.0,440.0,ta,ta,y,0,0,0,0,0,0,,,,0,12,2006,wd ,105500
310,914467040,60,rl,85.0,11050,pave,,reg,lvl,allpub,inside,gtl,mitchel,norm,norm,1fam,2story,8,5,1998,1999,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,615.0,unf,0.0,434.0,1049.0,gasa,ex,y,sbrkr,1036,880,0,1916,1.0,0.0,2,1,3,1,gd,8,typ,1,ta,attchd,1998.0,unf,3.0,741.0,ta,ta,y,0,70,0,0,0,0,,,,0,5,2010,wd ,254900
1961,535451100,20,rl,60.0,7200,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,5,3,1950,1950,gable,compshg,wdshing,wd shng,none,0.0,ta,ta,cblock,ta,ta,no,lwq,432.0,unf,0.0,432.0,864.0,gasa,fa,y,fusea,1238,0,0,1238,0.0,0.0,1,1,3,1,ta,6,min2,1,ta,attchd,1950.0,unf,1.0,357.0,ta,ta,y,0,171,0,0,0,0,,,,0,11,2007,wd ,102000
849,907194010,60,rl,79.0,12420,pave,,reg,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2001,2001,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,666.0,unf,0.0,278.0,944.0,gasa,ex,y,sbrkr,944,896,0,1840,1.0,0.0,2,1,3,1,gd,6,typ,0,,attchd,2001.0,rfn,2.0,622.0,ta,ta,y,0,45,0,0,0,0,,,,0,6,2009,wd ,230000
2018,903233050,70,rm,51.0,6120,pave,,reg,lvl,allpub,inside,gtl,brkside,norm,norm,1fam,2story,5,8,1920,2004,gable,compshg,metalsd,metalsd,none,0.0,ta,ta,brktil,ta,ta,mn,unf,0.0,unf,0.0,939.0,939.0,gasa,ex,y,sbrkr,939,574,0,1513,0.0,0.0,1,1,4,1,ta,8,typ,0,,detchd,1933.0,unf,1.0,180.0,fa,fa,n,24,0,150,0,0,0,,,,0,5,2007,wd ,137500
1328,903201030,30,rl,55.0,7111,pave,,ir1,bnk,allpub,inside,gtl,brkside,norm,norm,1fam,1story,5,7,1928,1983,gable,compshg,wdshing,wd shng,none,0.0,gd,gd,brktil,ta,ta,no,lwq,406.0,blq,273.0,329.0,1008.0,gasa,ta,y,sbrkr,1143,0,0,1143,0.0,0.0,1,0,2,1,ta,5,typ,1,po,detchd,1992.0,unf,1.0,288.0,ta,ta,y,265,0,0,0,0,0,,gdprv,,0,7,2008,wd ,138000
801,906201050,80,rl,66.0,19255,pave,,ir1,lvl,allpub,inside,gtl,sawyerw,norm,norm,1fam,slvl,6,5,1983,1983,gable,compshg,wd sdng,wd sdng,brkface,100.0,gd,ta,cblock,gd,ta,av,rec,70.0,glq,450.0,0.0,520.0,gasa,gd,y,sbrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,gd,5,min2,1,po,attchd,1983.0,unf,2.0,576.0,ta,ta,y,0,0,0,0,0,0,,,shed,600,9,2009,wd ,156500
400,527405180,20,rl,70.0,8120,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,1fam,1story,4,7,1970,1970,gable,compshg,metalsd,metalsd,none,0.0,ta,gd,cblock,ta,ta,no,alq,191.0,unf,0.0,673.0,864.0,gasa,ex,y,sbrkr,864,0,0,864,0.0,0.0,1,0,3,1,ta,5,typ,0,,detchd,1994.0,unf,2.0,463.0,ta,ta,y,0,0,0,0,0,0,,,,0,7,2009,wd ,124500
1650,527325110,60,rl,92.0,11952,pave,,reg,lvl,allpub,inside,gtl,nwames,posa,norm,1fam,2story,7,6,1977,1977,mansard,wdshake,wdshing,plywood,none,0.0,ta,ta,cblock,gd,ta,no,unf,0.0,unf,0.0,808.0,808.0,gasa,ta,y,sbrkr,1161,808,0,1969,0.0,0.0,2,1,3,1,ta,8,typ,1,gd,attchd,1977.0,rfn,2.0,534.0,ta,ta,y,0,0,0,0,276,0,,,,0,11,2007,wd ,190000
1084,528228465,20,rl,43.0,3182,pave,,reg,lvl,allpub,inside,gtl,blmngtn,norm,norm,1fam,1story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,brkface,16.0,gd,ta,pconc,gd,ta,av,unf,0.0,unf,0.0,1266.0,1266.0,gasa,ex,y,sbrkr,1266,0,0,1266,0.0,0.0,2,0,2,1,gd,6,typ,1,gd,attchd,2007.0,fin,2.0,388.0,ta,ta,y,100,16,0,0,0,0,,,,0,3,2008,wd ,159895
1522,909250040,70,rl,51.0,9842,pave,,reg,lvl,allpub,inside,gtl,swisu,feedr,norm,1fam,2story,5,6,1921,1998,gable,compshg,metalsd,wd sdng,none,0.0,ta,ta,brktil,ta,fa,no,unf,0.0,unf,0.0,612.0,612.0,gasa,ex,y,sbrkr,990,1611,0,2601,0.0,0.0,3,1,4,1,ta,8,typ,0,,builtin,1998.0,rfn,2.0,621.0,ta,ta,y,183,0,301,0,0,0,,,,0,5,2008,wd ,189000
2496,532378130,20,rl,0.0,8020,pave,,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1964,1964,gable,compshg,hdboard,hdboard,none,0.0,ta,ta,cblock,ta,ta,no,alq,644.0,unf,0.0,268.0,912.0,gasa,ta,n,sbrkr,912,0,0,912,0.0,0.0,1,0,3,1,ta,6,typ,0,,NA,1923.0,,0.0,0.0,,,y,0,0,0,0,0,0,,gdwo,,0,4,2006,wd ,124000
220,905103060,20,rl,0.0,11341,pave,,ir1,lvl,allpub,inside,gtl,sawyer,norm,norm,1fam,1story,5,6,1957,1996,hip,compshg,wd sdng,wd sdng,brkface,180.0,ta,ta,cblock,gd,ta,no,alq,1302.0,unf,0.0,90.0,1392.0,gasa,ta,y,sbrkr,1392,0,0,1392,1.0,0.0,1,1,3,1,ta,5,mod,1,gd,detchd,1957.0,unf,2.0,528.0,ta,ta,y,0,0,0,0,95,0,,,,0,5,2010,wd ,121500
1254,535354200,90,rl,76.0,12436,pave,,reg,lvl,allpub,inside,gtl,names,norm,norm,duplex,1story,5,5,1957,1957,gable,compshg,wd sdng,wd sdng,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,1824.0,1824.0,gasa,fa,y,fusea,1824,0,0,1824,0.0,0.0,2,0,5,2,ta,9,typ,0,,detchd,1958.0,unf,2.0,484.0,ta,ta,y,0,0,0,0,0,0,,,,0,1,2008,wd ,146000
1443,907196040,60,rl,75.0,12192,pave,,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,2story,7,5,2000,2001,gable,compshg,vinylsd,vinylsd,none,0.0,gd,ta,pconc,gd,ta,no,glq,663.0,unf,0.0,265.0,928.0,gasa,ex,y,sbrkr,928,895,0,1823,1.0,0.0,2,1,3,1,gd,6,typ,0,,attchd,2000.0,rfn,2.0,626.0,ta,ta,y,192,36,0,0,0,0,,,shed,4500,5,2008,wd ,235000
2885,911370530,120,rm,44.0,3842,pave,,ir1,hls,allpub,inside,mod,crawfor,norm,norm,twnhse,1story,8,5,2004,2005,hip,compshg,cemntbd,cmentbd,stone,186.0,gd,ta,pconc,ex,ta,gd,glq,1564.0,unf,0.0,30.0,1594.0,gasa,ex,y,sbrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,gd,5,typ,1,gd,attchd,2004.0,fin,2.0,525.0,ta,ta,y,128,53,0,0,155,0,,,,0,12,2006,wd ,300000
2920,923228260,160,rm,21.0,1936,pave,,reg,lvl,allpub,inside,gtl,meadowv,norm,norm,twnhs,2story,4,7,1970,1970,gable,compshg,cemntbd,cmentbd,none,0.0,ta,ta,cblock,ta,ta,no,unf,0.0,unf,0.0,546.0,546.0,gasa,gd,y,sbrkr,546,546,0,1092,0.0,0.0,1,1,3,1,ta,5,typ,0,,NA,1923.0,,0.0,0.0,,,y,0,0,0,0,0,0,,,,0,6,2006,wd ,90500
1197,534225120,90,rl,74.0,13101,pave,,ir1,lvl,allpub,inside,gtl,names,norm,norm,duplex,1story,5,5,1965,1965,gable,compshg,hdboard,hdboard,brkface,108.0,ta,ta,cblock,ta,ta,no,lwq,231.0,unf,0.0,1497.0,1728.0,gasa,ta,y,sbrkr,1728,0,0,1728,0.0,0.0,2,0,6,2,ta,10,typ,0,,detchd,1987.0,unf,2.0,576.0,ta,ta,y,0,0,0,0,0,0,,,,0,11,2008,wd ,142600
848,907192090,20,rl,67.0,9808,pave,,ir1,lvl,allpub,inside,gtl,collgcr,norm,norm,1fam,1story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,brkface,110.0,gd,ta,pconc,gd,ta,no,glq,788.0,unf,0.0,785.0,1573.0,gasa,ex,y,sbrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,gd,6,typ,0,,attchd,2002.0,rfn,2.0,544.0,ta,ta,y,0,72,0,0,0,0,,,,0,3,2009,wd ,227000
